id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
1158	4622	4622	pronoun	4622	-	3	I	n	0	sg	1156	haar
1159	4625	4625	pronoun	4625	-	1	I	fm	1	sg	1151	ik
1160	4627	4627	noun	4627	-	-	I	n	0	sg	1141	advertentie
1161	4628	4629	noun	4629	-	-	I	n	0	sg	1161	mijn adres
1162	4628	4628	pronoun	4628	-	1	I	fm	1	sg	1151	mijn
1163	4634	4635	noun	4634	-	-	I	-	-	sg	1163	dienzelfden dag
1164	4639	4640	noun	4640	-	-	I	n	-	pl	1164	de post
1165	4641	4646	noun	4646	-	-	I	n	0	sg	1165	een aan mij geadresseerd kartonnen doosje
1166	4643	4643	pronoun	4643	-	1	I	fm	1	sg	1151	mij
1167	4650	4650	pronoun	4650	-	3	I	n	0	sg	1165	zich
1168	4651	4653	noun	4653	-	-	I	n	-	sg	130	een zeer groote
1169	4655	4656	noun	4656	-	-	I	n	0	sg	1165	schitterende parel
1170	4676	4678	noun	4678	-	-	I	n	0	sg	1170	een gelijksoortige doos
1171	4680	4680	pronoun	4680	-	-	I	n	0	sg	1170	die
1172	4681	4683	noun	4683	-	-	I	n	0	sg	1172	een zelfde parel
1173	4687	4691	noun	4688	-	-	I	n	0	sg	1173	eenige aanwijzing omtrent den afzender
1174	4690	4691	noun	4691	-	-	I	fm	1	sg	1174	den afzender
1175	4693	4693	pronoun	4693	-	3	I	f	1	pl	1140	Zij
1176	4696	4697	noun	4697	-	-	I	n	0	sg	1176	een deskundige
1177	4703	4703	pronoun	4703	-	3	I	f	1	pl	1140	zij
1178	4707	4710	noun	4710	-	-	I	n	0	sg	1178	van buitengewoon groote waarde
1179	4708	4709	noun	4709	-	-	I	n	0	sg	130	buitengewoon groote
1180	4713	4713	pronoun	4713	-	2	I	fm	1	sg	1180	Gij
1181	4716	4716	noun	4716	-	-	I	f	1	sg	1181	oordeelen
1182	4719	4719	pronoun	4719	-	3	I	f	1	pl	1140	zij
1183	4723	4723	pronoun	4723	-	3	O	f	1	sg	1181	Zij
1184	4725	4727	noun	4727	-	-	O	n	0	sg	1184	een platte doos
1185	4731	4731	pronoun	4731	-	1	O	fm	1	sg	33	mij
1186	4733	4735	noun	4735	-	-	O	-	-	sg	1186	der prachtigste paarlen
1187	4733	4733	pronoun	4733	-	3	O	f	1	sg	1181	der
1188	4736	4736	pronoun	4736	-	-	O	-	-	sg	1186	die
1189	4737	4737	pronoun	4737	-	1	O	fm	1	sg	33	ik
1190	4743	4744	noun	4744	-	-	I	n	0	sg	1190	Uw verhaal
1191	4743	4743	pronoun	4743	-	2	I	fm	1	both	1191	Uw
1192	4751	4752	name	4752	PER	-	O	m	1	sg	3	Sherlock Holmes
1193	4756	4756	pronoun	4756	-	2	I	fm	1	sg	1193	u
1194	4767	4770	noun	4770	-	-	I	n	0	sg	1194	dat wel juist heden
1195	4774	4775	noun	4775	-	-	I	n	0	sg	1195	de reden
1196	4777	4777	pronoun	4777	-	1	I	fm	1	sg	1196	ik
1197	4779	4779	pronoun	4779	-	2	I	m	1	sg	3	u
1198	4785	4785	pronoun	4785	-	1	I	fm	1	sg	1196	ik
1199	4786	4787	noun	4787	-	-	I	n	0	sg	324	dezen brief
1200	4789	4789	pronoun	4789	-	3	I	n	0	sg	1195	dien
1201	4790	4790	pronoun	4790	-	2	I	fm	1	sg	3	gij
1202	4800	4800	pronoun	4800	-	2	I	fm	1	sg	1202	u
1203	4804	4804	name	4804	PER	-	O	m	1	sg	3	Holmes
1204	4807	4808	noun	4808	-	-	I	-	-	sg	1204	de enveloppe
1205	4812	4812	pronoun	4812	-	2	I	fm	1	sg	1205	u
1206	4817	4817	name	4817	LOC	-	I	n	0	sg	1043	Londen
1207	4818	4820	name	4820	PER	-	I	m	1	sg	1207	S. W. Datum
1208	4825	4825	name	4825	LOC	-	I	n	0	sg	1208	Hum
1209	4827	4834	noun	4828	-	-	I	n	0	sg	1209	De afdruk van een mansduim in den hoek
1210	4830	4834	noun	4831	-	-	I	n	0	sg	1210	een mansduim in den hoek
1211	4833	4834	noun	4834	-	-	I	n	0	sg	1211	den hoek
1212	4839	4840	noun	4840	-	-	I	n	0	sg	1212	den besteller
1213	4842	4843	noun	4843	-	-	I	-	-	sg	1213	Beste kwaliteit
1214	4846	4848	noun	4846	-	-	I	n	0	sg	1214	Enveloppe van six-pence
1215	4848	4848	noun	4848	-	-	I	-	-	pl	1215	six-pence
1216	4849	4850	noun	4850	-	-	I	n	0	sg	1216	het pak
1217	4852	4854	noun	4854	-	-	I	m	1	sg	104	Een zonderling man
1218	4867	4875	noun	4869	-	-	O	n	0	sg	1218	den derden pilaar van de linkerbuitenzijde van het Lyceum-Theatre
1219	4871	4875	noun	4872	-	-	O	-	-	sg	1219	de linkerbuitenzijde van het Lyceum-Theatre
1220	4874	4875	name	4875	LOC	-	O	n	0	sg	1220	het Lyceum-Theatre
1221	4878	4878	pronoun	4878	-	2	O	f	1	sg	1221	gij
1222	4885	4885	noun	4885	-	-	O	m	1	pl	1222	vrienden
1223	4888	4888	pronoun	4888	-	2	O	f	1	sg	1221	Gij
1224	4890	4893	noun	4893	-	-	O	f	1	sg	1221	een slecht behandeld meisje
1225	4895	4895	pronoun	4895	-	2	O	f	1	sg	1221	u
1226	4897	4897	noun	4897	-	-	O	n	0	sg	1226	gerechtigheid
1227	4906	4906	pronoun	4906	-	2	O	f	1	sg	1221	gij
1228	4907	4907	pronoun	4907	-	3	O	n	0	sg	1226	dit
1229	4915	4917	noun	4917	-	-	O	m	1	sg	1229	Uw onbekende vriend
1230	4915	4915	pronoun	4915	-	2	O	fm	1	both	1230	Uw
1231	4925	4928	noun	4928	-	-	I	n	0	sg	87	een zeer aardig geheim
1232	4932	4932	pronoun	4932	-	2	I	f	1	sg	1221	gij
1233	4936	4937	name	4937	PER	-	I	n	0	sg	883	Miss Morstan
1234	4944	4945	noun	4945	-	-	I	n	0	sg	1234	de vraag
1235	4946	4946	pronoun	4946	-	-	I	n	0	sg	1234	die
1236	4947	4947	pronoun	4947	-	1	I	f	1	sg	1221	ik
1237	4948	4948	pronoun	4948	-	2	I	fm	1	sg	1237	u
1238	4956	4956	pronoun	4956	-	1	I	fm	1	pl	1238	wij
1239	4962	4962	pronoun	4962	-	2	I	f	1	sg	1221	gij
1240	4964	4964	pronoun	4964	-	1	I	fm	1	sg	1240	ik
1241	4970	4971	name	4971	PER	-	I	m	1	sg	104	Dr. Watson
1242	4974	4976	noun	4976	-	-	I	m	1	sg	104	de rechte man
1243	4978	4979	noun	4979	-	-	I	m	1	sg	1243	Uw briefschrijver
1244	4978	4978	pronoun	4978	-	2	I	fm	1	both	1244	Uw
1245	4982	4983	noun	4983	-	-	I	m	1	pl	1222	twee vrienden
1246	4985	4985	pronoun	4985	-	3	I	m	1	sg	1243	Hij
1247	4987	4987	pronoun	4987	-	1	I	fm	1	sg	1240	ik
1248	4997	4997	pronoun	4997	-	3	I	m	1	sg	1243	hij
1249	5003	5003	pronoun	5003	-	3	O	f	1	sg	1221	zij
1250	5008	5009	noun	5009	-	-	O	n	0	sg	1250	haar stem
1251	5008	5008	pronoun	5008	-	3	O	f	1	sg	1221	haar
1252	5012	5012	pronoun	5012	-	1	I	fm	1	sg	33	Ik
1253	5014	5014	pronoun	5014	-	1	I	fm	1	sg	33	mij
1254	5018	5019	noun	5019	-	-	I	-	-	sg	247	er eene
1255	5020	5020	noun	5020	-	-	I	n	0	sg	1255	eer
1256	5026	5026	pronoun	5026	-	1	O	fm	1	sg	33	ik
1257	5031	5031	pronoun	5031	-	1	I	fm	1	sg	33	ik
1258	5032	5032	pronoun	5032	-	2	I	fm	1	sg	1258	u
1259	5034	5035	noun	5035	-	-	I	n	0	sg	1259	eenig opzicht
1260	5037	5037	noun	5037	-	-	I	f	1	sg	300	dienst
1261	5044	5044	pronoun	5044	-	2	I	fm	1	sg	1261	Gij
1262	5052	5052	pronoun	5052	-	3	O	f	1	sg	300	zij
1263	5055	5055	pronoun	5055	-	1	I	f	1	sg	300	ik
1264	5063	5064	noun	5064	-	-	I	m	1	pl	1264	geene vrienden
1265	5066	5066	pronoun	5066	-	1	I	fm	1	sg	300	ik
1266	5067	5067	pronoun	5067	-	1	I	fm	1	sg	300	mij
1267	5073	5073	pronoun	5073	-	1	I	fm	1	sg	300	ik
1268	5084	5084	pronoun	5084	-	1	I	fm	1	sg	300	ik
1269	5102	5102	name	5102	PER	-	O	m	1	sg	3	Holmes
1270	5109	5110	noun	5110	-	-	I	n	0	sg	1234	een vraag
1271	5113	5114	noun	5114	-	-	I	n	0	sg	420	dit handschrift
1272	5115	5117	noun	5115	-	-	I	n	0	sg	420	hetzelfde als dat
1273	5119	5126	noun	5120	-	-	I	n	0	pl	1273	de adressen op de doosjes met de paarlen
1274	5122	5126	noun	5123	-	-	I	n	0	pl	1274	de doosjes met de paarlen
1275	5125	5126	noun	5126	-	-	I	-	-	sg	1186	de paarlen
1276	5130	5130	pronoun	5130	-	1	I	f	1	sg	300	Ik
1277	5132	5132	pronoun	5132	-	3	I	n	0	pl	1274	ze
1278	5134	5134	pronoun	5134	-	1	I	fm	1	sg	300	mij
1279	5138	5138	pronoun	5138	-	3	O	f	1	sg	300	zij
1280	5141	5141	pronoun	5141	-	3	O	f	1	sg	300	zij
1281	5142	5142	pronoun	5142	-	3	O	m	1	sg	3	hem
1282	5143	5147	noun	5145	-	-	O	n	0	sg	1282	een half dozijn stukjes papier
1283	5146	5147	noun	5146	-	-	O	n	0	pl	1283	stukjes papier
1284	5151	5151	pronoun	5151	-	2	I	f	1	sg	300	Gij
1285	5154	5155	noun	5155	-	-	I	n	0	sg	1285	een model-cliënt
1286	5162	5162	pronoun	5162	-	1	I	fm	1	pl	1286	ons
1287	5168	5168	pronoun	5168	-	3	O	m	1	sg	3	Hij
1288	5170	5174	noun	5171	-	-	O	n	0	pl	1288	de papiertjes op de tafel
1289	5173	5174	noun	5174	-	-	O	n	0	sg	1289	de tafel
1290	5179	5180	noun	5180	-	-	O	n	0	sg	318	het een
1291	5182	5183	noun	5183	-	-	O	-	-	sg	466	het andere
1292	5186	5186	pronoun	5186	-	3	I	m	1	pl	1264	Zij
1293	5189	5191	noun	5191	-	-	I	n	0	sg	433	een verdraaide hand
1294	5195	5196	noun	5196	-	-	I	-	-	sg	324	de brief
1295	5200	5200	pronoun	5200	-	3	O	m	1	sg	3	hij
1296	5210	5211	noun	5211	-	-	I	fm	1	sg	1296	de schrijver
1297	5218	5219	name	5219	MISC	-	I	n	0	sg	1297	de #e#
1298	5225	5229	noun	5226	-	-	I	n	0	sg	1298	de krul van de #s#
1299	5228	5229	name	5229	MISC	-	I	n	0	pl	1299	de #s#
1300	5231	5231	pronoun	5231	-	3	I	n	0	pl	1299	Die
1301	5235	5235	noun	5235	-	-	I	-	-	sg	1301	denzelfden
1302	5238	5238	pronoun	5238	-	1	I	m	1	sg	3	Ik
1303	5242	5245	noun	5243	-	-	I	-	-	sg	1303	ijdele hoop bij u
1304	5245	5245	pronoun	5245	-	2	I	fm	1	sg	1304	u
1305	5248	5249	name	5249	PER	-	I	n	0	sg	883	Miss Morstan
1306	5254	5256	noun	5256	-	-	I	n	0	sg	87	eenige overeenkomst tusschen
1307	5257	5258	noun	5258	-	-	I	n	0	sg	433	deze hand
1308	5260	5260	pronoun	5260	-	3	I	-	-	sg	1303	die
1309	5262	5263	noun	5263	-	-	I	m	1	sg	300	uwen vader
1310	5262	5262	pronoun	5262	-	2	I	fm	1	both	1310	uwen
1311	5274	5275	noun	5275	-	-	I	n	0	sg	1311	Dit antwoord
1312	5277	5277	pronoun	5277	-	1	I	m	1	sg	3	ik
1313	5279	5279	pronoun	5279	-	1	I	fm	1	pl	1313	Wij
1314	5281	5281	pronoun	5281	-	2	I	fm	1	sg	1314	u
1315	5293	5293	pronoun	5293	-	1	I	fm	1	sg	3	mij
1316	5294	5295	noun	5295	-	-	I	n	0	pl	1316	de papieren
1317	5300	5300	pronoun	5300	-	1	I	fm	1	sg	3	ik
1318	5301	5302	noun	5302	-	-	I	n	0	sg	191	de zaak
1319	5312	5313	name	5313	PER	-	I	-	-	sg	1319	=Au revoir=
1320	5319	5320	name	5320	MISC	-	I	-	-	sg	1319	=Au revoir=
1321	5324	5325	noun	5325	-	-	O	-	-	sg	1321	onze bezoekster
1322	5324	5324	pronoun	5324	-	1	O	fm	1	pl	873	onze
1323	5328	5334	noun	5331	-	-	O	fn	-	sg	1323	met een vriendelijken blik op ons beiden
1324	5333	5333	pronoun	5333	-	1	O	fm	1	pl	873	ons
1325	5338	5341	noun	5339	-	-	O	n	0	sg	1325	haar doos met paarlen
1326	5338	5338	pronoun	5338	-	3	O	fn	-	sg	1323	haar
1327	5341	5341	noun	5341	-	-	O	fn	1	sg	1186	paarlen
1328	5350	5351	noun	5351	-	-	O	n	0	sg	898	het vertrek
1329	5353	5353	pronoun	5353	-	1	O	fm	1	sg	33	Mij
1330	5355	5357	noun	5356	-	-	O	n	0	sg	1330	het venster plaatsende
1331	5359	5359	pronoun	5359	-	1	O	fm	1	sg	33	ik
1332	5360	5360	pronoun	5360	-	3	O	fn	1	sg	1186	haar
1333	5362	5364	noun	5364	-	-	O	-	-	sg	1333	de straat afloopen
1334	5367	5373	noun	5369	-	-	O	n	0	sg	1334	haar grijs hoedje met de witte veder
1335	5367	5367	pronoun	5367	-	3	O	fn	1	sg	1186	haar
1336	5371	5373	noun	5373	-	-	O	n	0	sg	913	de witte veder
1337	5375	5376	noun	5376	-	-	O	n	0	sg	1337	een vogel
1338	5379	5381	noun	5381	-	-	O	n	0	sg	1338	de dichte menigte
1339	5384	5387	noun	5387	-	-	I	f	1	sg	1339	Wat een aantrekkelijke vrouw
1340	5384	5384	pronoun	5384	-	3	I	n	0	sg	1334	Wat
1341	5391	5391	pronoun	5391	-	1	O	fm	1	sg	33	ik
1342	5394	5394	pronoun	5394	-	1	O	fm	1	sg	33	mij
1343	5396	5397	noun	5397	-	-	O	m	1	sg	53	mijn metgezel
1344	5396	5396	pronoun	5396	-	1	O	fm	1	sg	33	mijn
1345	5400	5400	pronoun	5400	-	3	O	m	1	sg	53	Hij
1346	5402	5403	noun	5403	-	-	O	n	0	sg	291	zijn pijp
1347	5402	5402	pronoun	5402	-	3	O	m	1	sg	53	zijn
1348	5409	5410	noun	5410	-	-	O	f	1	sg	1348	halfgesloten oogen
1349	5413	5414	noun	5414	-	-	O	n	0	sg	1349	zijn fauteuil
1350	5413	5413	pronoun	5413	-	3	O	m	1	sg	53	zijn
1351	5418	5418	pronoun	5418	-	3	I	f	1	sg	1348	zij
1352	5423	5423	pronoun	5423	-	3	O	m	1	sg	53	hij
1353	5429	5429	pronoun	5429	-	1	I	m	1	sg	53	ik
1354	5437	5437	pronoun	5437	-	2	I	m	1	sg	53	Gij
1355	5440	5441	noun	5441	-	-	I	m	1	sg	53	een automaat
1356	5444	5445	noun	5445	-	-	I	n	0	sg	1356	een rekenmachine
1357	5449	5449	pronoun	5449	-	1	O	fm	1	sg	33	ik
1358	5459	5459	pronoun	5459	-	2	I	fm	1	sg	1358	u
1359	5462	5462	pronoun	5462	-	3	O	m	1	sg	53	Hij
1360	5470	5472	noun	5472	-	-	I	n	0	sg	395	het grootste belang
1361	5476	5476	pronoun	5476	-	3	O	m	1	sg	53	hij
1362	5479	5480	noun	5480	-	-	I	n	0	sg	581	uw oordeel
1363	5479	5479	pronoun	5479	-	2	I	fm	1	both	1363	uw
1364	5486	5487	noun	5487	-	-	I	n	0	pl	1364	persoonlijke eigenschappen
1365	5489	5490	noun	5490	-	-	I	-	-	sg	1365	Een cliënt
1366	5493	5493	pronoun	5493	-	1	I	m	1	sg	53	mij
1367	5495	5496	noun	5496	-	-	I	-	-	sg	1365	eene eenheid
1368	5498	5502	noun	5499	-	-	I	n	0	sg	1368	een factor in een vraagstuk
1369	5501	5502	noun	5502	-	-	I	n	0	sg	727	een vraagstuk
1370	5504	5509	noun	5509	-	-	I	n	0	pl	1370	De op het gemoed werkende eigenschappen
1371	5506	5507	noun	5507	-	-	I	n	0	sg	1371	het gemoed
1372	5511	5513	noun	5513	-	-	I	n	0	sg	1372	een zuivere redeneering
1373	5518	5518	pronoun	5518	-	1	I	fm	1	sg	53	Ik
1374	5520	5520	pronoun	5520	-	2	I	fm	1	sg	1374	u
1375	5521	5522	noun	5522	-	-	I	n	0	sg	733	de verzekering
1376	5524	5526	noun	5526	-	-	I	f	1	sg	1339	de bekoorlijkste vrouw
1377	5528	5528	pronoun	5528	-	-	I	f	1	sg	1339	die
1378	5529	5529	pronoun	5529	-	1	I	fm	1	sg	53	ik
1379	5540	5542	noun	5542	-	-	I	fm	1	pl	1379	drie kleine kinderen
1380	5544	5544	pronoun	5544	-	3	I	f	1	sg	1339	hunne
1381	5551	5556	noun	5553	-	-	I	m	1	sg	104	de terugstootendste man onder mijne bekenden
1382	5555	5556	noun	5556	-	-	I	fm	1	pl	1382	mijne bekenden
1383	5555	5555	pronoun	5555	-	1	I	fm	1	sg	53	mijne
1384	5557	5558	noun	5558	-	-	I	m	1	sg	104	een filantroop
1385	5561	5561	pronoun	5561	-	-	I	m	1	sg	104	die
1386	5563	5570	noun	5565	-	-	I	n	0	sg	1386	een kwart millioen aan de armen van Londen
1387	5567	5570	noun	5568	-	-	I	n	0	pl	1387	de armen van Londen
1388	5570	5570	name	5570	LOC	-	I	n	0	sg	1043	Londen
1389	5577	5578	noun	5578	-	-	I	n	0	sg	213	dit geval
1390	5584	5584	pronoun	5584	-	1	I	m	1	sg	53	Ik
1391	5587	5587	noun	5587	-	-	I	n	0	pl	1391	uitzonderingen
1392	5589	5590	noun	5590	-	-	I	n	0	sg	1392	Een uitzondering
1393	5594	5595	noun	5595	-	-	I	n	0	sg	662	den regel
1394	5598	5598	pronoun	5598	-	2	I	fm	1	sg	33	gij
1395	5601	5602	noun	5602	-	-	I	n	0	sg	457	de gelegenheid
1396	5608	5609	noun	5609	-	-	I	n	0	sg	420	een handschrift
1397	5610	5611	noun	5611	-	-	I	n	0	sg	1397	een karakter-studie
1398	5618	5625	noun	5619	-	-	I	n	0	sg	581	uw oordeel omtrent het geschrijf van dezen knaap
1399	5618	5618	pronoun	5618	-	2	I	fm	1	both	1399	uw
1400	5621	5625	noun	5622	-	-	I	n	0	sg	1400	het geschrijf van dezen knaap
1401	5624	5625	noun	5625	-	-	I	m	1	sg	1401	dezen knaap
1402	5637	5637	pronoun	5637	-	1	O	fm	1	sg	33	ik
1403	5640	5648	noun	5641	-	-	I	m	1	sg	104	Een man van zaken en tamelijk vast van karakter
1404	5643	5643	noun	5643	-	-	I	n	0	pl	1404	zaken
1405	5648	5648	noun	5648	-	-	I	n	0	sg	583	karakter
1406	5651	5651	name	5651	PER	-	O	m	1	sg	3	Holmes
1407	5653	5654	noun	5654	-	-	O	n	0	sg	226	het hoofd
1408	5661	5663	noun	5663	-	-	I	n	0	pl	1408	zijn lange letters
1409	5661	5661	pronoun	5661	-	3	I	m	1	sg	3	zijn
1410	5667	5667	pronoun	5667	-	3	O	m	1	sg	104	hij
1411	5670	5670	pronoun	5670	-	3	I	fm	1	pl	1382	zij
1412	5674	5675	noun	5675	-	-	I	fm	1	sg	1412	de gewone
1413	5678	5679	name	5679	MISC	-	I	n	0	sg	1413	Die #d#
1414	5682	5683	name	5683	MISC	-	I	n	0	sg	1414	een #a#
1415	5686	5687	name	5687	MISC	-	I	n	0	both	1415	die #l#
1416	5689	5690	name	5690	MISC	-	I	n	0	sg	1297	een #e#
1417	5693	5695	noun	5693	-	-	I	m	1	pl	1417	Mannen van karakter
1418	5695	5695	noun	5695	-	-	I	n	0	sg	583	karakter
1419	5698	5700	noun	5700	-	-	I	n	0	sg	87	een onderscheid tusschen
1420	5701	5701	pronoun	5701	-	3	I	fm	1	sg	1412	hunne
1421	5702	5705	noun	5705	-	-	I	n	0	pl	1421	gewone en lange letters
1422	5709	5709	pronoun	5709	-	3	I	m	1	pl	1417	zij
1423	5717	5728	noun	5717	-	-	I	n	0	sg	1423	besluiteloosheid in zijne #k# 's en gevoel van eigenwaarde in zijne hoofdletters
1424	5719	5721	name	5721	MISC	-	I	n	0	both	1424	zijne #k# 's
1425	5719	5719	pronoun	5719	-	3	I	n	0	sg	1423	zijne
1426	5723	5728	noun	5723	-	-	I	n	0	sg	1426	gevoel van eigenwaarde in zijne hoofdletters
1427	5725	5728	noun	5725	-	-	I	n	0	sg	1427	eigenwaarde in zijne hoofdletters
1428	5727	5728	noun	5728	-	-	I	n	0	pl	1428	zijne hoofdletters
1429	5727	5727	pronoun	5727	-	3	I	n	0	sg	1423	zijne
1430	5731	5731	pronoun	5731	-	1	I	m	1	sg	104	Ik
1431	5737	5737	pronoun	5737	-	1	I	fm	1	sg	104	Ik
1432	5744	5744	pronoun	5744	-	1	I	fm	1	sg	104	mij
1433	5745	5745	pronoun	5745	-	2	I	fm	1	sg	1433	u
1434	5746	5747	noun	5747	-	-	I	n	0	sg	429	dit boek
1435	5751	5757	noun	5751	-	-	I	n	0	sg	947	een der merkwaardigste die ooit geschreven werden
1436	5752	5753	noun	5753	-	-	I	-	-	pl	1436	der merkwaardigste
1437	5754	5754	pronoun	5754	-	-	I	-	-	pl	1436	die
1438	5762	5763	noun	5763	-	-	O	n	0	sg	1438	Het martelaarschap
1439	5765	5766	noun	5766	-	-	O	m	1	sg	104	den man
1440	5770	5771	name	5771	PER	-	I	m	1	sg	1440	Winwood Reade
1441	5773	5773	pronoun	5773	-	1	I	fm	1	sg	1441	Ik
1442	5782	5782	pronoun	5782	-	1	O	fm	1	sg	33	Ik
1443	5785	5793	noun	5786	-	-	O	-	-	sg	1443	de vensternis met het aangeduide boek in mijn hand
1444	5788	5793	noun	5790	-	-	O	n	0	sg	1444	het aangeduide boek in mijn hand
1445	5792	5793	noun	5793	-	-	O	n	0	sg	1445	mijn hand
1446	5792	5792	pronoun	5792	-	1	O	fm	1	sg	33	mijn
1447	5796	5797	noun	5797	-	-	O	-	-	pl	1447	mijne gedachten
1448	5796	5796	pronoun	5796	-	1	O	fm	1	sg	33	mijne
1449	5801	5802	noun	5802	-	-	O	n	0	sg	87	het werk
1450	5803	5804	noun	5804	-	-	O	-	-	pl	1447	des schrijvers
1451	5806	5807	noun	5807	-	-	O	n	0	pl	1451	Mijn gedachten
1452	5806	5806	pronoun	5806	-	1	O	fm	1	sg	33	Mijn
1453	5810	5812	noun	5812	-	-	O	fn	1	sg	1453	onze laatste bezoekster
1454	5810	5810	pronoun	5810	-	1	O	fm	1	pl	873	onze
1455	5816	5816	noun	5816	-	-	O	n	0	pl	1455	haren
1456	5817	5817	noun	5817	-	-	O	n	0	sg	1456	glimlach
1457	5819	5825	noun	5822	-	-	O	-	-	pl	1457	die diepe gevoelvolle tonen van hare stem
1458	5824	5824	pronoun	5824	-	3	O	n	0	sg	1456	hare
1459	5828	5830	noun	5830	-	-	O	n	0	sg	87	het vreemdsoortig geheim
1460	5831	5831	pronoun	5831	-	3	O	n	0	sg	87	dat
1461	5832	5832	pronoun	5832	-	3	O	f	1	sg	1453	haar
1462	5836	5836	pronoun	5836	-	3	O	f	1	sg	1453	zij
1463	5841	5846	noun	5842	-	-	O	n	0	sg	1463	het tijdstip van haar vaders verdwijning
1464	5844	5846	noun	5846	-	-	O	n	0	sg	1464	haar vaders verdwijning
1465	5844	5844	pronoun	5844	-	3	O	f	1	sg	1453	haar
1466	5850	5850	pronoun	5850	-	3	O	f	1	sg	1453	zij
1467	5856	5858	noun	5858	-	-	O	n	0	sg	1467	een schoone leeftijd
1468	5863	5864	noun	5864	-	-	O	n	0	sg	1468	haar zelfvertrouwen
1469	5863	5863	pronoun	5863	-	3	O	f	1	sg	1453	haar
1470	5869	5869	noun	5869	-	-	O	n	0	sg	61	ondervinding
1471	5878	5878	pronoun	5878	-	1	O	fm	1	sg	33	ik
1472	5884	5886	noun	5886	-	-	O	n	0	pl	1472	zulke gevaarlijke gedachten
1473	5888	5888	pronoun	5888	-	1	O	fm	1	sg	33	mij
1474	5892	5892	pronoun	5892	-	1	O	fm	1	sg	33	ik
1475	5894	5895	noun	5895	-	-	O	n	0	sg	1475	mijn lessenaar
1476	5894	5894	pronoun	5894	-	1	O	fm	1	sg	33	mijn
1477	5898	5898	pronoun	5898	-	1	O	fm	1	sg	33	mij
1478	5901	5904	noun	5902	-	-	O	n	0	sg	1478	mijn verhandeling over pathologie
1479	5901	5901	pronoun	5901	-	1	O	fm	1	sg	33	mijn
1480	5904	5904	noun	5904	-	-	O	n	0	sg	1480	pathologie
1481	5910	5910	pronoun	5910	-	1	O	fm	1	sg	33	ik
1482	5913	5915	noun	5915	-	-	O	m	1	sg	1482	Een arm geneesheer
1483	5918	5920	noun	5920	-	-	O	n	0	sg	1483	een zwak been
1484	5923	5925	noun	5925	-	-	O	n	0	sg	1484	een zwakker fortuin
1485	5928	5928	pronoun	5928	-	1	O	fm	1	sg	33	ik
1486	5930	5931	noun	5931	-	-	O	n	0	pl	1486	zulke dingen
1487	5936	5936	pronoun	5936	-	3	O	f	1	sg	1453	Zij
1488	5941	5942	noun	5942	-	-	O	n	0	sg	1368	een factor
1489	5949	5949	pronoun	5949	-	1	O	fm	1	sg	33	mijn
1490	5959	5959	pronoun	5959	-	3	O	f	1	sg	1453	haar
1491	5961	5962	noun	5962	-	-	O	m	1	sg	104	een man
1492	5970	5973	noun	5970	-	-	O	n	0	sg	1492	haar door onbereikbare luchtkasteelen
1493	5972	5973	noun	5973	-	-	O	-	-	sg	1493	onbereikbare luchtkasteelen
1494	5978	5979	noun	5979	-	-	O	n	0	sg	1494	DERDE HOOFDSTUK
1495	5982	5982	noun	5982	-	-	O	n	0	sg	402	onderzoek
1496	5989	5989	name	5989	PER	-	O	m	1	sg	3	Holmes
1497	5992	5992	pronoun	5992	-	3	O	m	1	sg	3	Hij
1498	5994	5998	noun	5998	-	-	O	mn	-	sg	3	opgeruimd en zeer goed gemutst
1499	6003	6003	pronoun	6003	-	3	O	m	1	sg	3	hem
1500	6011	6012	noun	6012	-	-	O	n	0	sg	1500	een gemoedsgesteldheid
1501	6013	6013	pronoun	6013	-	-	O	n	0	sg	1500	die
1502	6015	6015	noun	6015	-	-	O	-	-	sg	1502	ontzenuwing
1503	6025	6026	noun	6026	-	-	I	n	0	sg	946	deze aangelegenheid
1504	6030	6030	pronoun	6030	-	3	O	n	0	sg	946	hij
1505	6032	6034	noun	6033	-	-	O	mn	-	sg	946	den kop thee
1506	6037	6037	pronoun	6037	-	1	O	fm	1	sg	33	ik
1507	6039	6039	pronoun	6039	-	3	O	m	1	sg	3	hem
1508	6044	6045	noun	6045	-	-	I	n	0	pl	244	de feiten
1509	6048	6048	noun	6048	-	-	I	-	-	sg	1509	ééne
1510	6049	6049	noun	6049	-	-	I	n	0	sg	1145	verklaring
1511	6059	6059	pronoun	6059	-	2	I	fm	1	sg	1511	gij
1512	6075	6075	pronoun	6075	-	1	I	fm	1	sg	1512	Ik
1513	6077	6078	noun	6078	-	-	I	n	0	sg	87	een feit
1514	6080	6080	pronoun	6080	-	3	I	n	0	sg	87	dat
1515	6081	6082	noun	6082	-	-	I	n	0	sg	1515	een veronderstelling
1516	6092	6095	noun	6095	-	-	I	n	0	sg	1515	een zeer vage veronderstelling
1517	6097	6099	noun	6099	-	-	I	-	-	pl	1517	De nadere bizonderheden
1518	6105	6105	pronoun	6105	-	1	I	fm	1	sg	1512	Ik
1519	6109	6112	noun	6110	-	-	I	n	0	pl	1519	oude nummers van de
1520	6112	6112	noun	6112	-	-	I	m	1	sg	1142	de
1521	6114	6114	name	6114	MISC	-	O	n	0	sg	1521	Times
1522	6119	6123	name	6120	PER	-	I	n	0	sg	883	Majoor Sholto van Upper Norwood
